idx,AirQualityStation,img_path,s5p_path,Countrycode,Altitude,PopulationDensity,rural,suburban,urban,traffic,industrial,background,no2,o3,pm10
610,STA_ES1755A,STA_ES1755A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,STA_ES1755A/l3_mean_europe_2018_2020_005dg.netcdf,ES,397,62.5,0,1,0,0,1,0,7.578624513,54.68223433,13.24676134
611,STA-FR07059,STA-FR07059/S2B_MSIL2A_20200724T104619_N0214_R051_T31TEM_20200724T142034.npy,STA-FR07059/l3_mean_europe_2018_2020_005dg.netcdf,FR,257,45.6,0,0,1,0,0,1,13.5899312,53.7046046,15.0119539
613,STA_ES1898A,STA_ES1898A/S2A_MSIL2A_20201202T111431_N0214_R137_T30SUG_20201202T140104.npy,STA_ES1898A/l3_mean_europe_2018_2020_005dg.netcdf,ES,359,228,1,0,0,0,0,1,3.991840114,78.61102797,13.55031847
615,STA_ES0879A,STA_ES0879A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,STA_ES0879A/l3_mean_europe_2018_2020_005dg.netcdf,ES,8,97,0,1,0,0,1,0,15.69198021,40.22398059,19.2106872
616,STA-TR160421,STA-TR160421/S2B_MSIL2A_20200628T084559_N0214_R107_T35TPE_20200628T114603.npy,STA-TR160421/l3_mean_europe_2018_2020_005dg.netcdf,TR,131,284.2,0,0,1,0,1,0,36.65741046,21.36882801,64.05753025
624,STA-BETN132,STA-BETN132/S2B_MSIL2A_20201128T104409_N0214_R008_T31UFR_20201128T122608.npy,STA-BETN132/l3_mean_europe_2018_2020_005dg.netcdf,BE,375,69.1,1,0,0,0,0,1,8.955275498,59.31261327,13.37898625
625,STA-EE0021A,STA-EE0021A/S2B_MSIL2A_20200819T093039_N0214_R136_T35VME_20200819T120522.npy,STA-EE0021A/l3_mean_europe_2018_2020_005dg.netcdf,EE,41,20.4,0,0,1,0,0,1,11.19582093,56.21475334,16.21452054
629,STA.IT0988A,STA.IT0988A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT0988A/l3_mean_europe_2018_2020_005dg.netcdf,IT,371,38.8,1,0,0,0,0,1,13.33305648,52.83766082,16.07714286
631,STA-TR220341,STA-TR220341/S2B_MSIL2A_20200830T085559_N0214_R007_T35TMF_20200830T111825.npy,STA-TR220341/l3_mean_europe_2018_2020_005dg.netcdf,TR,133,70,0,0,1,0,0,1,17.27621376,60.43699563,55.4506039
632,STA_PL0539A,STA_PL0539A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEC_20200822T115325.npy,STA_PL0539A/l3_mean_europe_2018_2020_005dg.netcdf,PL,95,206.1,0,1,0,0,0,1,16.06655939,46.75358615,38.19209944
635,STA-BG0057A,STA-BG0057A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TLH_20200828T114933.npy,STA-BG0057A/l3_mean_europe_2018_2020_005dg.netcdf,BG,172,51.4,0,0,1,0,0,1,19.0487023,43.26857979,48.01635616
636,STA-FR33101,STA-FR33101/S2A_MSIL2A_20200414T103021_N0214_R108_T31TGL_20200414T132613.npy,STA-FR33101/l3_mean_europe_2018_2020_005dg.netcdf,FR,280,69.8,0,0,1,0,0,1,20.60859412,47.90864904,14.7153109
641,STA_ES1117A,STA_ES1117A/S2A_MSIL2A_20200118T104351_N0213_R008_T31TCF_20200118T120816.npy,STA_ES1117A/l3_mean_europe_2018_2020_005dg.netcdf,ES,41,127.8,0,1,0,0,0,1,18.15932579,55.75344688,22.42065217
642,STA.03.1401,STA.03.1401/S2A_MSIL2A_20200922T100031_N0214_R122_T33UWP_20200924T114821.npy,STA.03.1401/l3_mean_europe_2018_2020_005dg.netcdf,AT,215,236.3,0,1,0,0,0,1,16.16633398,58.91272873,20.12589142
644,STA.IT1835A,STA.IT1835A/S2A_MSIL2A_20200813T100031_N0214_R122_T32TQM_20200813T113828.npy,STA.IT1835A/l3_mean_europe_2018_2020_005dg.netcdf,IT,41,823.7,0,0,1,0,0,1,33.28818652,44.23297946,25.32869081
647,STA_ES1617A,STA_ES1617A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SYJ_20200215T141800.npy,STA_ES1617A/l3_mean_europe_2018_2020_005dg.netcdf,ES,60,236,0,1,0,0,0,1,11.30846703,53.60964268,16.71428571
650,STA.DE_DEUB030,STA.DE_DEUB030/S2B_MSIL2A_20200801T100559_N0214_R022_T32UQD_20200801T135302.npy,STA.DE_DEUB030/l3_mean_europe_2018_2020_005dg.netcdf,DE,65,118.8,1,0,0,0,0,1,4.490552258,58.52165963,13.30461035
652,STA.IT2031A,STA.IT2031A/S2A_MSIL2A_20201215T094411_N0214_R036_T33SXD_20201215T122157.npy,STA.IT2031A/l3_mean_europe_2018_2020_005dg.netcdf,IT,37,101.1,0,0,1,0,0,1,24.79647138,57.87069873,24.0156686
653,STA_PL0136A,STA_PL0136A/S2B_MSIL2A_20200207T095059_N0214_R079_T34UDD_20200207T120904.npy,STA_PL0136A/l3_mean_europe_2018_2020_005dg.netcdf,PL,101,99.3,0,0,1,0,0,1,18.92097199,49.54098385,29.88790901
655,STA_ES2051A,STA_ES2051A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,STA_ES2051A/l3_mean_europe_2018_2020_005dg.netcdf,ES,170,97,0,1,0,0,1,0,18.94187659,40.34757802,24.15749357
657,STA_PL0398A,STA_PL0398A/S2B_MSIL2A_20200207T095059_N0214_R079_T34UDD_20200207T120904.npy,STA_PL0398A/l3_mean_europe_2018_2020_005dg.netcdf,PL,97,99.3,0,0,1,0,0,1,15.66813875,47.86813828,30.96280597
659,STA_ES1285A,STA_ES1285A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNJ_20200519T141241.npy,STA_ES1285A/l3_mean_europe_2018_2020_005dg.netcdf,ES,590,33.7,1,0,0,0,1,0,2.47716332,73.1173577,7.715432313
661,STA.DE_DENI011,STA.DE_DENI011/S2A_MSIL2A_20200723T103031_N0214_R108_T32UNC_20200723T142801.npy,STA.DE_DENI011/l3_mean_europe_2018_2020_005dg.netcdf,DE,98,1292.5,0,1,0,0,0,1,13.74693369,59.08857521,15.92625498
667,STA_PL0218A,STA_PL0218A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA_PL0218A/l3_mean_europe_2018_2020_005dg.netcdf,PL,181,110.6,0,0,1,0,0,1,17.07615016,47.60233877,37.29363593
668,STA_ES1095A,STA_ES1095A/S2B_MSIL2A_20200807T102559_N0214_R108_T31TFE_20200807T132026.npy,STA_ES1095A/l3_mean_europe_2018_2020_005dg.netcdf,ES,55,138.2,0,0,1,0,1,0,10.18471157,65.93787434,18.83340736
669,STA-FR09404,STA-FR09404/S2A_MSIL2A_20200719T105031_N0214_R051_T30TYS_20200719T134605.npy,STA-FR09404/l3_mean_europe_2018_2020_005dg.netcdf,FR,110,62.4,0,0,1,0,0,1,19.50451257,50.54293402,16.87601572
671,STA-PT03084,STA-PT03084/S2A_MSIL2A_20200830T113321_N0214_R080_T29SMC_20200830T142737.npy,STA-PT03084/l3_mean_europe_2018_2020_005dg.netcdf,PT,132,1010.7,0,0,1,0,0,1,20.58604624,64.00626093,16.36426244
680,STA.DE_DENW068,STA.DE_DENW068/S2A_MSIL2A_20200507T104031_N0214_R008_T32UMC_20200507T133648.npy,STA.DE_DENW068/l3_mean_europe_2018_2020_005dg.netcdf,DE,108,229.2,1,0,0,0,0,1,20.91649098,54.70241088,24.18966139
681,STA.IT1114A,STA.IT1114A/S2B_MSIL2A_20190912T103019_N0213_R108_T32TLR_20190912T141218.npy,STA.IT1114A/l3_mean_europe_2018_2020_005dg.netcdf,IT,499,333.8,0,1,0,0,0,1,16.45392845,56.72134776,18.19142857
682,STA_ES1616A,STA_ES1616A/S2B_MSIL2A_20200112T111329_N0213_R137_T29TQE_20200112T122412.npy,STA_ES1616A/l3_mean_europe_2018_2020_005dg.netcdf,ES,376,20.1,1,0,0,0,0,1,3.461426862,64.40120378,12.94
686,STA_ES1632A,STA_ES1632A/S2B_MSIL2A_20200720T110619_N0214_R137_T30TUM_20200720T131521.npy,STA_ES1632A/l3_mean_europe_2018_2020_005dg.netcdf,ES,690,64.3,0,0,1,1,0,0,17.11427821,56.4318264,16.84415432
689,STA.10.ILL1,STA.10.ILL1/S2A_MSIL2A_20200123T095311_N0213_R079_T33UXP_20200123T112027.npy,STA.10.ILL1/l3_mean_europe_2018_2020_005dg.netcdf,AT,117,96.9,1,0,0,0,0,1,8.265710249,56.70112395,19.49636054
690,STA_ES1624A,STA_ES1624A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SYH_20200719T134605.npy,STA_ES1624A/l3_mean_europe_2018_2020_005dg.netcdf,ES,44,321.5,0,1,0,0,0,1,14.65654693,65.19720952,20.14828897
692,STA_PL0505A,STA_PL0505A/S2B_MSIL2A_20200821T100559_N0214_R022_T33UWS_20200821T130423.npy,STA_PL0505A/l3_mean_europe_2018_2020_005dg.netcdf,PL,179,100,1,0,0,0,0,1,8.935050144,52.46820864,22.07196629
693,STA_ES1565A,STA_ES1565A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1565A/l3_mean_europe_2018_2020_005dg.netcdf,ES,674,827.3,0,0,1,0,1,0,33.85412335,63.25133256,19.50651297
696,STA_PL0212A,STA_PL0212A/S2B_MSIL2A_20200423T100549_N0214_R022_T33UWT_20200423T144611.npy,STA_PL0212A/l3_mean_europe_2018_2020_005dg.netcdf,PL,90,79.9,0,0,1,0,0,1,14.04356558,50.0483089,34.72070715
698,STA-SI0036A,STA-SI0036A/S2A_MSIL2A_20200415T100031_N0214_R122_T33TVM_20200415T131548.npy,STA-SI0036A/l3_mean_europe_2018_2020_005dg.netcdf,SI,241,118.3,0,0,1,1,0,0,20.42228516,37.89498356,32.27747253
701,STA_ES0825A,STA_ES0825A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,STA_ES0825A/l3_mean_europe_2018_2020_005dg.netcdf,ES,206,97,0,0,1,0,1,0,14.22663119,43.09298286,21.30011549
702,STA-CH0005R,STA-CH0005R/S2A_MSIL2A_20200928T102031_N0214_R065_T32TMT_20200928T131819.npy,STA-CH0005R/l3_mean_europe_2018_2020_005dg.netcdf,CH,1031,187.7,1,0,0,0,0,1,6.135657916,82.74439931,8.46942164
706,STA-NL00494,STA-NL00494/S2A_MSIL2A_20200321T105021_N0214_R051_T31UET_20200321T135104.npy,STA-NL00494/l3_mean_europe_2018_2020_005dg.netcdf,NL,3,1183.2,0,0,1,0,0,1,29.43196467,41.23245614,22.28671939
707,STA-BETN093,STA-BETN093/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-BETN093/l3_mean_europe_2018_2020_005dg.netcdf,BE,265,70.2,1,0,0,0,0,1,8.781011905,55.39946608,15.19630227
712,STA-FR34061,STA-FR34061/S2B_MSIL2A_20200707T105619_N0214_R094_T31TCN_20200707T130915.npy,STA-FR34061/l3_mean_europe_2018_2020_005dg.netcdf,FR,118,51.8,0,0,1,0,0,1,9.484399858,58.8774751,14.32517579
713,STA.DE_DENI052,STA.DE_DENI052/S2B_MSIL2A_20200419T102549_N0214_R108_T32UND_20200419T140808.npy,STA.DE_DENI052/l3_mean_europe_2018_2020_005dg.netcdf,DE,38,74.1,0,1,0,0,0,1,12.27939904,56.64780925,17.26475216
714,STA-TR100313,STA-TR100313/S2B_MSIL2A_20200701T085559_N0214_R007_T35TNE_20200701T124301.npy,STA-TR100313/l3_mean_europe_2018_2020_005dg.netcdf,TR,61,85.9,1,0,0,0,0,1,8.369276383,83.83546901,21.25651123
715,STA-RO0186A,STA-RO0186A/S2A_MSIL2A_20200702T092031_N0214_R093_T34TGS_20200702T114806.npy,STA-RO0186A/l3_mean_europe_2018_2020_005dg.netcdf,RO,285,74.1,0,0,1,0,1,0,23.44081273,42.83066929,18.88953424
719,STA-RO0163A,STA-RO0163A/S2B_MSIL2A_20200710T093039_N0214_R136_T34TFT_20200710T120649.npy,STA-RO0163A/l3_mean_europe_2018_2020_005dg.netcdf,RO,354,73.5,0,1,0,0,0,1,12.69694568,46.64641012,17.65738505
720,STA_ES1612A,STA_ES1612A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1612A/l3_mean_europe_2018_2020_005dg.netcdf,ES,722,827.3,0,1,0,0,0,1,22.7013047,59.14624004,13.0318464
721,STA_ES1858A,STA_ES1858A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWK_20200727T144035.npy,STA_ES1858A/l3_mean_europe_2018_2020_005dg.netcdf,ES,948,11.7,0,1,0,0,0,1,24.49506619,58.82215916,27.46453007
723,STA.IT1993A,STA.IT1993A/S2B_MSIL2A_20200801T100559_N0214_R022_T32SNJ_20200801T135302.npy,STA.IT1993A/l3_mean_europe_2018_2020_005dg.netcdf,IT,15,125.3,0,0,1,0,0,1,13.49769752,52.28898377,27.502521
724,STA_ES1901A,STA_ES1901A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,STA_ES1901A/l3_mean_europe_2018_2020_005dg.netcdf,ES,260,142.1,0,0,1,1,0,0,20.16113482,59.15961028,20.41226645
725,STA-LV00RZ1,STA-LV00RZ1/S2A_MSIL2A_20200923T093041_N0214_R136_T35VNC_20200923T123627.npy,STA-LV00RZ1/l3_mean_europe_2018_2020_005dg.netcdf,LV,157,18.7,0,0,1,1,0,0,14.18467806,56.19933436,21.61647727
728,STA.DE_DEBW004,STA.DE_DEBW004/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DEBW004/l3_mean_europe_2018_2020_005dg.netcdf,DE,109,415.6,1,0,0,0,0,1,22.62186589,48.70205356,16.7262639
730,STA.IT1766A,STA.IT1766A/S2A_MSIL2A_20201215T094411_N0214_R036_T33SXD_20201215T122157.npy,STA.IT1766A/l3_mean_europe_2018_2020_005dg.netcdf,IT,325,105.9,1,0,0,0,1,0,5.564573498,72.11710287,22.59967164
732,STA.DE_DEHE028,STA.DE_DEHE028/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE028/l3_mean_europe_2018_2020_005dg.netcdf,DE,484,378.7,1,0,0,0,0,1,7.962670237,70.76185839,11.5507756
737,STA_ES1193A,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_europe_2018_2020_005dg.netcdf,ES,645,827.3,0,1,0,0,0,1,19.65201423,60.33331646,15.50168038
740,STA_PL0094A,STA_PL0094A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0094A/l3_mean_europe_2018_2020_005dg.netcdf,PL,177,88.5,1,0,0,0,0,1,10.72214423,53.12842933,31.83065954
741,STA.DE_DENI070,STA.DE_DENI070/S2A_MSIL2A_20200723T103031_N0214_R108_T32UNC_20200723T142801.npy,STA.DE_DENI070/l3_mean_europe_2018_2020_005dg.netcdf,DE,93,474,1,0,0,0,1,0,15.86058287,54.60093661,16.05883234
742,STA_ES1982A,STA_ES1982A/S2B_MSIL2A_20200803T104629_N0214_R051_T30TYM_20200803T134220.npy,STA_ES1982A/l3_mean_europe_2018_2020_005dg.netcdf,ES,1570,35.5,1,0,0,0,0,1,1.355217599,92.19240506,11.5326284
746,STA-HU0031A,STA-HU0031A/S2B_MSIL2A_20200407T095029_N0214_R079_T33TYN_20200407T123458.npy,STA-HU0031A/l3_mean_europe_2018_2020_005dg.netcdf,HU,199,134.6,0,0,1,1,0,0,18.77224356,40.96922359,26.81976744
747,STA_ES1785A,STA_ES1785A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SWF_20200719T134605.npy,STA_ES1785A/l3_mean_europe_2018_2020_005dg.netcdf,ES,148,80.3,0,0,1,0,1,0,8.084589208,64.89021622,20.87627119
748,STA_PL0561A,STA_PL0561A/S2A_MSIL2A_20200614T100031_N0214_R122_T33UXA_20200614T131849.npy,STA_PL0561A/l3_mean_europe_2018_2020_005dg.netcdf,PL,186,55.9,1,0,0,0,0,1,7.608853603,61.91974527,17.93939394
749,STA.DE_DERP060,STA.DE_DERP060/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DERP060/l3_mean_europe_2018_2020_005dg.netcdf,DE,378,664.2,0,0,1,0,0,1,15.80720464,52.8136639,15.69208676
754,STA-FR20046,STA-FR20046/S2A_MSIL2A_20200414T103021_N0214_R108_T31TFL_20200414T132613.npy,STA-FR20046/l3_mean_europe_2018_2020_005dg.netcdf,FR,172,576.2,0,0,1,0,0,1,18.65824441,51.56099122,17.03089012
756,STA_ES2084A,STA_ES2084A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,STA_ES2084A/l3_mean_europe_2018_2020_005dg.netcdf,ES,600,210.8,0,1,0,1,0,0,5.625447056,70.32243491,15.40182036
761,STA_ES1433A,STA_ES1433A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,STA_ES1433A/l3_mean_europe_2018_2020_005dg.netcdf,ES,262,97,0,1,0,0,0,1,9.751298395,46.34177366,21.03807437
763,STA-FR31032,STA-FR31032/S2A_MSIL2A_20200719T105031_N0214_R051_T31TCJ_20200719T134605.npy,STA-FR31032/l3_mean_europe_2018_2020_005dg.netcdf,FR,50,62,0,0,1,0,0,1,12.12955832,52.43858795,13.77883857
770,STA.DE_DEBY122,STA.DE_DEBY122/S2A_MSIL2A_20200730T102031_N0214_R065_T32TNT_20200730T120016.npy,STA.DE_DEBY122/l3_mean_europe_2018_2020_005dg.netcdf,DE,1169,102,1,0,0,0,0,1,7.679127783,71.94511429,10.932787
771,STA.IT0740A,STA.IT0740A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0740A/l3_mean_europe_2018_2020_005dg.netcdf,IT,274,278.9,0,0,1,0,0,1,26.28307147,49.91993737,29.14311631
773,STA.CZ_JJIH,STA.CZ_JJIH/S2B_MSIL2A_20200828T100029_N0214_R122_T33UWQ_20200828T120923.npy,STA.CZ_JJIH/l3_mean_europe_2018_2020_005dg.netcdf,CZ,502,76.3,0,0,1,0,0,1,13.06758868,58.33482762,22.00209888
777,STA.DE_DENW095,STA.DE_DENW095/S2A_MSIL2A_20200921T103031_N0214_R108_T32ULC_20200921T151006.npy,STA.DE_DENW095/l3_mean_europe_2018_2020_005dg.netcdf,DE,64,1039.5,0,0,1,0,0,1,24.0754692,54.46196882,22.30437291
778,STA.IT1905A,STA.IT1905A/S2B_MSIL2A_20200722T100559_N0214_R022_T32TPR_20200722T141538.npy,STA.IT1905A/l3_mean_europe_2018_2020_005dg.netcdf,IT,33,317.2,0,0,1,0,0,1,28.6710995,53.79808473,29.62874251
779,STA_ES0011R,STA_ES0011R/S2A_MSIL2A_20200628T112121_N0214_R037_T29SPC_20200628T121758.npy,STA_ES0011R/l3_mean_europe_2018_2020_005dg.netcdf,ES,393,31.5,1,0,0,0,0,1,2.317336916,50.80677506,14.13569322
784,STA_ES1138A,STA_ES1138A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNJ_20200519T141241.npy,STA_ES1138A/l3_mean_europe_2018_2020_005dg.netcdf,ES,35,142.1,0,0,1,1,0,0,31.09782231,45.83104007,31.18450128
786,STA-BETR240,STA-BETR240/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFS_20200326T141923.npy,STA-BETR240/l3_mean_europe_2018_2020_005dg.netcdf,BE,135,172.5,0,1,0,0,1,0,19.94170782,46.02018931,25.21541006
788,STA_ES1627A,STA_ES1627A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SXH_20200719T134605.npy,STA_ES1627A/l3_mean_europe_2018_2020_005dg.netcdf,ES,80,131.1,0,1,0,0,1,0,21.89298468,58.55289398,21.00967853
793,STA.IT0854A,STA.IT0854A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT0854A/l3_mean_europe_2018_2020_005dg.netcdf,IT,105,460.4,0,0,1,0,0,1,26.44060772,68.59516537,19.15881844
795,STA.IT2269A,STA.IT2269A/S2A_MSIL2A_20201019T095041_N0214_R079_T33TVF_20201019T115444.npy,STA.IT2269A/l3_mean_europe_2018_2020_005dg.netcdf,IT,11,222.3,0,0,1,0,0,1,16.61691683,62.79562053,18.1400862
799,STA-FR23152,STA-FR23152/S2B_MSIL2A_20200730T110619_N0214_R137_T30TXS_20200730T131922.npy,STA-FR23152/l3_mean_europe_2018_2020_005dg.netcdf,FR,50,100.6,0,0,1,0,0,1,9.434073986,61.86476778,17.04713029
800,STA.IT1914A,STA.IT1914A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT1914A/l3_mean_europe_2018_2020_005dg.netcdf,IT,22,233.2,1,0,0,0,0,1,23.01477553,61.11540169,31.13772455
801,STA_ES1359A,STA_ES1359A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNJ_20200519T141241.npy,STA_ES1359A/l3_mean_europe_2018_2020_005dg.netcdf,ES,469,33.7,1,0,0,0,1,0,4.31225388,57.74988431,7.966876333
802,STA.DE_DEBB086,STA.DE_DEBB086/S2B_MSIL2A_20200801T100559_N0214_R022_T32UQD_20200801T135302.npy,STA.DE_DEBB086/l3_mean_europe_2018_2020_005dg.netcdf,DE,43,80.2,0,1,0,0,0,1,16.60519055,56.02341741,21.14163795
805,STA.DE_DEBY007,STA.DE_DEBY007/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY007/l3_mean_europe_2018_2020_005dg.netcdf,DE,477,2000,0,0,1,0,0,1,25.7995131,50.60050322,18.55613996
806,STA.IT1928A,STA.IT1928A/S2A_MSIL2A_20200627T101031_N0214_R022_T32TQQ_20200627T120035.npy,STA.IT1928A/l3_mean_europe_2018_2020_005dg.netcdf,IT,0,218.2,0,1,0,0,0,1,23.64161578,61.73450057,27.68064516
807,STA-CH0043A,STA-CH0043A/S2A_MSIL2A_20200819T102031_N0214_R065_T32TMS_20200819T131359.npy,STA-CH0043A/l3_mean_europe_2018_2020_005dg.netcdf,CH,305,129.4,0,1,0,0,0,1,22.49755203,53.01653733,19.03100904
809,STA_ES1923A,STA_ES1923A/S2A_MSIL2A_20200706T104031_N0214_R008_T31TDG_20200706T133310.npy,STA_ES1923A/l3_mean_europe_2018_2020_005dg.netcdf,ES,620,718.7,1,0,0,0,0,1,14.29031887,55.54723502,19.27285714
810,STA.DE_DEST098,STA.DE_DEST098/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST098/l3_mean_europe_2018_2020_005dg.netcdf,DE,419,102.7,1,0,0,0,0,1,7.553704905,60.92883261,12.85918623
811,STA.DE_DESN059,STA.DE_DESN059/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN059/l3_mean_europe_2018_2020_005dg.netcdf,DE,115,1996.3,0,0,1,0,0,1,16.14476984,57.00312742,18.24428805
812,STA-BETN100,STA-BETN100/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-BETN100/l3_mean_europe_2018_2020_005dg.netcdf,BE,225,73.8,1,0,0,0,0,1,6.28283438,59.70739588,14.32141785
813,STA.IT1453A,STA.IT1453A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT1453A/l3_mean_europe_2018_2020_005dg.netcdf,IT,13,445.9,0,0,1,0,0,1,31.67635403,55.63399294,34.96541787
817,STA-LV000L1,STA-LV000L1/S2B_MSIL2A_20200815T095039_N0214_R079_T34VDH_20200815T120650.npy,STA-LV000L1/l3_mean_europe_2018_2020_005dg.netcdf,LV,4,18,0,0,1,1,0,0,22.65445819,55.40649365,23.94942196
819,STA-RO0137A,STA-RO0137A/S2A_MSIL2A_20200914T085601_N0214_R007_T35TPK_20200914T121155.npy,STA-RO0137A/l3_mean_europe_2018_2020_005dg.netcdf,RO,60,100.2,0,0,1,0,1,0,16.17565619,48.22493237,23.79
823,STA_ES1778A,STA_ES1778A/S2A_MSIL2A_20200825T104031_N0214_R008_T31TDG_20200825T151314.npy,STA_ES1778A/l3_mean_europe_2018_2020_005dg.netcdf,ES,693,718.7,1,0,0,0,0,1,2.591441229,72.06028697,12.09349315
824,STA-RO0182A,STA-RO0182A/S2B_MSIL2A_20200710T093039_N0214_R136_T34TFT_20200710T120649.npy,STA-RO0182A/l3_mean_europe_2018_2020_005dg.netcdf,RO,123,75.8,0,0,1,0,0,1,20.93662527,38.3807624,17.59355113
826,STA.IT1043A,STA.IT1043A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TQP_20201119T120649.npy,STA.IT1043A/l3_mean_europe_2018_2020_005dg.netcdf,IT,6,391.9,0,0,1,0,0,1,27.71512539,61.82019704,26.14539007
829,STA-NL00617,STA-NL00617/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00617/l3_mean_europe_2018_2020_005dg.netcdf,NL,1,288.6,1,0,0,0,0,1,13.38798337,50.16852612,21.88725158
833,STA-RO0108A,STA-RO0108A/S2B_MSIL2A_20200918T093039_N0214_R136_T34TET_20200918T120935.npy,STA-RO0108A/l3_mean_europe_2018_2020_005dg.netcdf,RO,145,75,0,0,1,0,1,0,33.63235236,40.05795435,12.51094674
836,STA-MK0036A,STA-MK0036A/S2A_MSIL2A_20201122T093321_N0214_R136_T34TEM_20201122T122223.npy,STA-MK0036A/l3_mean_europe_2018_2020_005dg.netcdf,MK,337,76.3,0,0,1,0,0,1,19.99675506,32.71805458,52.06071723
837,STA.IT1048A,STA.IT1048A/S2A_MSIL2A_20200627T101031_N0214_R022_T32TQQ_20200627T120035.npy,STA.IT1048A/l3_mean_europe_2018_2020_005dg.netcdf,IT,29,166,0,0,1,0,0,1,27.61812235,60.45067789,26.31386861
839,STA.DE_DENW071,STA.DE_DENW071/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW071/l3_mean_europe_2018_2020_005dg.netcdf,DE,38,3001.4,0,0,1,0,0,1,29.45432644,50.30931452,20.92780175
843,STA-FR20047,STA-FR20047/S2A_MSIL2A_20200414T103021_N0214_R108_T31TFL_20200414T132613.npy,STA-FR20047/l3_mean_europe_2018_2020_005dg.netcdf,FR,180,115.6,0,1,0,0,0,1,9.612209299,57.84201021,14.06167473
844,STA.IT1897A,STA.IT1897A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWF_20200830T115423.npy,STA.IT1897A/l3_mean_europe_2018_2020_005dg.netcdf,IT,319,55.9,0,0,1,0,1,0,8.817212578,73.61140998,17.04792022
845,STA.DE_DEHE134,STA.DE_DEHE134/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNB_20200409T140105.npy,STA.DE_DEHE134/l3_mean_europe_2018_2020_005dg.netcdf,DE,271,161,0,0,1,0,0,1,21.42685984,49.23438916,17.24066024
847,STA.IT2005A,STA.IT2005A/S2A_MSIL2A_20200826T101031_N0214_R022_T32TNL_20200826T130121.npy,STA.IT2005A/l3_mean_europe_2018_2020_005dg.netcdf,IT,17,47.7,0,1,0,0,0,1,13.36260914,48.61080636,13.43836478
