AirQualityStation,Countrycode,Altitude,AreaType,StationType,PopulationDensity,no2_average
STA.IT1457A,IT,3,urban,traffic,250.3,31.37382476
STA.IT1456A,IT,2,urban,traffic,250.3,41.87218958
STA.IT1440A,IT,150,suburban,background,190.7,7.049692061
STA.IT1423A,IT,4,urban,background,259.7,12.51997717
STA.IT1365A,IT,156,urban,background,107.3,18.23455352
STA.IT1487A,IT,68,urban,traffic,350.1,22.93560748
STA.DE_DEST089,DE,95,rural-regional,background,36.8,9.106553576
STA.DE_DEST077,DE,58,urban,background,1242.6,19.62352512
STA.DE_DEST075,DE,113,urban,traffic,1785.2,22.49742811
STA.DE_DENI062,DE,47,suburban,background,139.4,15.60419924
STA.DE_DENI060,DE,16,rural,background,39.8,11.98899875
STA.DE_DENI054,DE,85,urban,background,510.7,18.73510673
STA.DE_DENI052,DE,38,suburban,background,74.1,12.27939904
STA.DE_DENI051,DE,939,rural,background,143.2,6.000949451
STA.DE_DENI048,DE,66,urban,traffic,510.7,41.62801392
STA.DE_DENI042,DE,170,suburban,background,187.5,14.77544369
STA.DE_DENI041,DE,54,suburban,background,234.5,14.36599329
STA.DE_DENI038,DE,95,urban,background,1371.3,18.28041292
STA.DE_DENI028,DE,185,suburban,background,187.5,12.59542019
STA.DE_DENI020,DE,66,suburban,background,608,16.33240535
STA.DE_DENI016,DE,208,suburban,background,143.2,10.7646673
STA.DE_DENI011,DE,98,suburban,background,1292.5,13.74693369
STA.DE_DEMV026,DE,17,rural,background,70.7,6.027217812
STA.DE_DEMV025,DE,8,urban,traffic,70.7,18.85362443
STA.DE_DENI063,DE,3,rural,background,170.4,14.52477009
STA.DE_DENI067,DE,69,urban,traffic,1371.3,40.90499917
STA.DE_DENI068,DE,150,urban,traffic,187.5,36.88949159
STA.DE_DENI070,DE,93,rural,industrial,474,15.86058287
STA.DE_DENW068,DE,108,rural-nearcity,background,229.2,20.91649098
STA.DE_DENW067,DE,106,urban,background,1286.4,26.91396734
STA.DE_DENW066,DE,47,rural-nearcity,background,534.6,27.02217363
STA.DE_DENW065,DE,641,rural-regional,background,245.9,15.26927081
STA.DE_DENW064,DE,580,rural-regional,background,790.3,17.29554695
STA.DE_DENW062,DE,60,suburban,background,2399.8,31.18082629
STA.DE_DENW059,DE,50,suburban,background,2791.3,31.74038387
STA.DE_DENW058,DE,92,suburban,industrial,669.5,25.26055475
STA.DE_DEMV024,DE,116,rural,background,50.8,6.736742093
STA.DE_DENW053,DE,46,urban,background,2791.3,28.52913345
STA.DE_DENW030,DE,26,suburban,background,457.9,27.12636199
STA.DE_DENW010,DE,76,suburban,background,726.3,24.72328153
STA.DE_DENW008,DE,71,urban,background,2095.7,28.09911199
STA.DE_DENW006,DE,59,suburban,background,726.3,28.66007625
STA.DE_DENI157,DE,61,urban,traffic,608,32.73101591
STA.DE_DENI077,DE,295,rural,background,105,8.554076712
STA.DE_DENI075,DE,81,urban,traffic,1292.5,32.16999786
STA.DE_DENW071,DE,38,urban,background,3001.4,29.45432644
STA.DE_DEMV023,DE,58,urban,traffic,1008.5,18.56313075
STA.DE_DEMV021,DE,2,urban,background,1159.2,15.64686597
STA.DE_DEHE134,DE,271,urban,background,161,21.42685984
STA.DE_DEHE131,DE,122,urban,traffic,233.1,49.22972458
STA.DE_DEHE060,DE,483,rural-regional,background,85.7,6.268622027
STA.DE_DEHE059,DE,277,urban,traffic,161,39.41057367
STA.DE_DEHE052,DE,811,rural,background,490.2,6.714829496
STA.DE_DEHE051,DE,931,rural,background,161,4.971629977
STA.DE_DEHE050,DE,489,rural,background,183,9.006034358
STA.DE_DEHE049,DE,179,urban,traffic,1897.7,39.61899877
STA.DE_DEHE046,DE,343,rural,background,85.7,8.800493347
STA.DE_DEHE045,DE,209,urban,background,155,17.08049989
STA.DE_DEHE044,DE,128,urban,background,233.1,23.95713487
STA.DE_DEHE039,DE,491,rural,background,72.8,7.812441682
STA.DE_DEHE032,DE,204,urban,background,110.3,15.61066138
STA.DE_DEHE026,DE,502,rural-regional,background,300.3,6.611569303
STA.DE_DEHE024,DE,610,rural,background,98.9,6.254976528
STA.DE_DEHE018,DE,90,urban,background,617.6,28.4885086
STA.DE_DEHE013,DE,181,urban,background,1897.7,22.0843259
STA.DE_DEHH008,DE,15,urban,background,2585.7,24.22173666
STA.DE_DEHH015,DE,4,urban,industrial,2585.7,32.35127725
STA.DE_DEHH016,DE,5,urban,industrial,2585.7,23.67172588
STA.DE_DEHH026,DE,20,urban,traffic,2585.7,45.45582651
STA.DE_DEMV020,DE,1,urban,traffic,1159.2,36.31108784
STA.DE_DEMV019,DE,17,urban,background,63.6,9.849489818
STA.DE_DEMV017,DE,25,rural,background,45.6,8.207457764
STA.DE_DEMV012,DE,17,rural,background,60.7,8.060552574
STA.DE_DEMV007,DE,5,suburban,background,1159.2,9.937637182
STA.DE_DEMV004,DE,17,rural,background,63.6,6.591002029
STA.DE_DEMV003,DE,15,urban,traffic,50.8,21.18670113
STA.DE_DEHH081,DE,6,urban,background,2585.7,30.89721139
STA.DE_DEMV022,DE,9,urban,traffic,1159.2,27.80638089
STA.DE_DEHH079,DE,25,urban,background,2585.7,29.03443248
STA.DE_DEHH072,DE,0,urban,industrial,2585.7,21.03018723
STA.DE_DEHH070,DE,25,urban,traffic,2585.7,46.19339313
STA.DE_DEHH068,DE,12,urban,traffic,2585.7,55.33325272
STA.DE_DEHH064,DE,16,urban,traffic,2585.7,43.90422905
STA.DE_DEHH059,DE,3,urban,background,2585.7,24.81887762
STA.DE_DEHH050,DE,3,suburban,background,2585.7,17.01240052
STA.DE_DEHH047,DE,31,suburban,background,2585.7,16.77065735
STA.DE_DEHH033,DE,13,urban,background,2585.7,21.92062989
STA.DE_DEHH073,DE,5,rural-nearcity,industrial,2585.7,20.19986769
STA-SK0006R,SK,345,rural,background,92.1,2.959511722
STA.DE_DENW079,DE,50,suburban,background,2154,27.83008087
STA.DE_DENW094,DE,200,urban,background,790.3,20.27235035
STA.DE_DESN051,DE,246,rural-nearcity,background,168.8,13.91586948
STA.DE_DESN045,DE,230,suburban,background,124.2,13.24538392
STA.DE_DESN025,DE,110,urban,traffic,1996.3,38.23212046
STA.DE_DESN024,DE,540,urban,background,162.8,12.00961436
STA.DE_DESN020,DE,210,urban,traffic,124.2,21.89513827
STA.DE_DESN019,DE,233,urban,background,335.9,20.85671637
STA.DE_DESN017,DE,393,urban,background,145.4,22.69048474
STA.DE_DESN006,DE,145,urban,traffic,160.5,19.41063801
STA.DE_DESN004,DE,203,urban,background,131,16.04067536
STA.DE_DESN001,DE,545,urban,background,186.2,19.98290496
STA.DE_DESL030,DE,260,urban,traffic,531,28.44431941
STA.DE_DESL019,DE,339,rural-regional,background,426.9,8.82990583
STA.DE_DESL017,DE,189,urban,background,802.7,17.93505251
STA.DE_DESL013,DE,181,suburban,background,426.9,20.67125458
STA.DE_DESL003,DE,185,urban,industrial,426.9,17.45673258
STA.DE_DESH058,DE,37,urban,background,160.7,12.25566503
STA.DE_DESN052,DE,877,rural-regional,background,149.2,8.027286746
STA.DE_DESN059,DE,115,urban,background,1996.3,16.14476984
STA.DE_DESN061,DE,112,urban,traffic,1706.4,28.86150292
STA.DE_DESN074,DE,785,rural-regional,background,145.4,8.72341346
STA.DE_DEST066,DE,71,urban,background,66.4,12.75160606
STA.DE_DEST050,DE,116,urban,background,1785.2,19.45268512
STA.DE_DEST044,DE,120,urban,background,102.7,14.93027068
STA.DE_DEST039,DE,1130,rural-remote,background,102.7,6.368170101
STA.DE_DEST029,DE,60,suburban,background,136.2,18.52786648
STA.DE_DEST015,DE,75,suburban,industrial,113.2,14.51443396
STA.DE_DEST011,DE,235,urban,background,102.7,14.60196822
STA.DE_DEST002,DE,47,suburban,background,57.7,14.89052656
STA.DE_DESH057,DE,30,urban,background,2117.5,15.91931217
STA.DE_DESN104,DE,318,urban,background,1117.9,13.01987759
STA.DE_DESN092,DE,112,urban,background,1706.4,19.25754664
STA.DE_DESN091,DE,267,urban,traffic,335.9,26.1575276
STA.DE_DESN084,DE,150,urban,traffic,1706.4,39.74053536
STA.DE_DESN083,DE,327,urban,traffic,1117.9,34.5773085
STA.DE_DESN079,DE,148,rural-regional,background,124.2,9.567929168
STA.DE_DESN077,DE,113,urban,traffic,1996.3,42.17301595
STA.DE_DESN076,DE,313,rural-remote,background,99,9.099160424
STA.DE_DESN075,DE,343,urban,traffic,162.8,23.55883905
STA.DE_DESN093,DE,430,rural-regional,background,162.8,10.13189725
STA.DE_DESH055,DE,13,urban,traffic,1140.8,31.59970737
STA.DE_DESH052,DE,18,urban,traffic,2117.5,60.35585658
STA.DE_DENW337,DE,83,rural-nearcity,industrial,795.4,24.80441256
STA.DE_DENW329,DE,112,rural,industrial,281.9,23.54431288
STA.DE_DENW259,DE,65,urban,traffic,1540.1,32.97347915
STA.DE_DENW212,DE,55,urban,traffic,2791.3,41.88760403
STA.DE_DENW211,DE,53,urban,traffic,2791.3,58.87757029
STA.DE_DENW200,DE,137,urban,traffic,1286.4,34.2041104
STA.DE_DENW182,DE,78,rural-nearcity,industrial,669.5,22.20177763
STA.DE_DENW181,DE,315,urban,industrial,229.2,19.1708256
STA.DE_DENW179,DE,118,urban,background,726.3,25.27355191
STA.DE_DENW133,DE,112,urban,traffic,1184.1,50.39820543
STA.DE_DENW116,DE,34,suburban,industrial,1680.4,31.39351246
STA.DE_DENW101,DE,79,urban,traffic,2095.7,37.29251457
STA.DE_DENW100,DE,55,urban,traffic,1540.1,25.71661478
STA.DE_DENW096,DE,83,suburban,background,1540.1,26.66455802
STA.DE_DENW338,DE,24,urban,industrial,2328.7,34.69679678
STA.DE_DENW355,DE,49,urban,traffic,2154,43.3696711
STA.DE_DENW381,DE,30,urban,background,795.4,35.35261194
STA.DE_DENW382,DE,28,urban,background,2328.7,31.51013759
STA.DE_DESH035,DE,0,urban,background,95.4,22.87844086
STA.DE_DESH030,DE,26,urban,traffic,206.6,39.4828304
STA.DE_DESH027,DE,8,urban,traffic,2117.5,38.91712692
STA.DE_DESH025,DE,11,urban,traffic,129.4,35.12111659
STA.DE_DESH023,DE,12,urban,background,1140.8,14.61605104
STA.DE_DESH008,DE,45,rural-regional,background,130.2,11.05218751
STA.DE_DERP047,DE,131,suburban,industrial,967.8,18.69948159
STA.DE_DERP046,DE,61,urban,traffic,293.7,26.74248212
STA.DE_DESH053,DE,6,urban,traffic,1140.8,26.39029424
STA.DE_DERP045,DE,70,urban,traffic,1139.3,41.82946295
STA.DE_DERP024,DE,68,urban,traffic,1139.3,34.33877447
STA.DE_DERP021,DE,65,urban,background,293.7,22.72887392
STA.DE_DERP020,DE,140,urban,traffic,967.8,29.65283742
STA.DE_DERP016,DE,480,rural,background,200.5,7.236646956
STA.DE_DERP015,DE,680,rural,background,60.5,6.250749386
STA.DE_DERP014,DE,650,rural,background,104,6.492187828
STA.DE_DERP013,DE,460,rural,background,123.1,7.384704826
STA.DE_DENW383,DE,113,urban,traffic,1286.4,40.84837596
STA.DE_DERP028,DE,540,rural,background,204.2,8.39481606
STA.IT1802A,IT,472,urban,traffic,55.3,20.04305618
STA-SK0004R,SK,808,rural,background,92.1,4.423894868
STA-SK0002A,SK,136,urban,traffic,324.2,41.42415756
STA-FR15018,FR,286,urban,background,161.6,16.48081674
STA-FR15013,FR,267,suburban,background,161.6,14.7189109
STA-FR14051,FR,160,urban,background,51.6,15.40725676
STA-FR14042,FR,151,urban,background,27.7,9.764389206
STA-FR14033,FR,119,urban,background,52,12.5606475
STA-FR14031,FR,109,urban,background,52,16.2056377
STA-FR14029,FR,101,suburban,background,69.6,10.80183175
STA-FR14028,FR,74,urban,traffic,69.6,27.09859576
STA-FR14022,FR,86,suburban,background,69.6,13.25079868
STA-FR14012,FR,96,urban,background,69.6,16.95901965
STA-FR14011,FR,80,urban,traffic,69.6,43.56736829
STA-FR14010,FR,91,suburban,background,69.6,14.15979047
STA-FR14008,FR,394,rural-remote,background,51.6,5.951637832
STA-FR11034,FR,31,urban,traffic,453.4,28.44511338
STA-FR15038,FR,219,urban,background,161.6,23.56923166
STA-FR11026,FR,24,suburban,background,453.4,17.76372722
STA-FR15039,FR,225,urban,traffic,161.6,40.23804074
STA-FR15045,FR,310,suburban,background,161.6,10.81713531
STA-FR19010,FR,30,urban,background,157.3,16.56095282
STA-FR19008,FR,29,rural-remote,background,157.3,4.276194621
STA-FR19007,FR,27,urban,traffic,157.3,32.04889066
STA-FR19002,FR,28,urban,traffic,157.3,21.02696153
STA-FR18089,FR,72,urban,traffic,140.8,27.92766447
STA-FR18053,FR,28,urban,background,93,19.52544797
STA-FR18043,FR,34,urban,background,140.8,21.87640488
STA-FR18042,FR,95,urban,background,71.8,19.48906544
STA-FR18035,FR,30,suburban,background,93,13.15069289
STA-FR18019,FR,28,suburban,background,140.8,21.27780144
STA-FR16069,FR,255,urban,traffic,217.6,34.55308203
STA-FR16066,FR,267,urban,background,217.6,16.11176201
STA-FR16060,FR,247,suburban,background,217.6,19.27660334
STA-FR16059,FR,218,rural-nearcity,industrial,217.6,21.94876373
STA-FR16057,FR,236,urban,background,217.6,23.02855826
STA-FR15048,FR,260,suburban,background,161.6,14.77086623
STA-FR15046,FR,218,urban,traffic,161.6,43.45472309
STA-FR15043,FR,219,urban,background,161.6,19.72848706
STA-FR11025,FR,25,urban,background,453.4,28.82436804
STA-FR11007,FR,20,urban,traffic,453.4,31.20846456
STA-FR10041,FR,12,urban,background,218.6,14.78545121
STA-FR07032,FR,350,urban,background,82.2,13.95240977
STA-FR07009,FR,390,urban,background,82.2,19.24558789
STA-FR07004,FR,340,urban,background,82.2,18.470861
STA-FR06133,FR,151,rural-nearcity,background,453.4,8.008335435
STA-FR06011,FR,31,suburban,background,453.4,16.66819734
STA-FR06007,FR,133,urban,background,453.4,14.23818445
STA-FR06006,FR,21,urban,traffic,453.4,32.38417865
STA-FR06003,FR,28,urban,background,453.4,16.02646295
STA-FR06001,FR,43,urban,background,453.4,18.99732234
STA-FR05087,FR,10,rural-regional,background,199.5,9.521085591
STA-FR05084,FR,35,urban,industrial,199.5,11.05036688
STA-FR04329,FR,49,urban,traffic,21043.6,67.34988659
STA-FR04319,FR,65,suburban,background,6979,27.13595219
STA-FR04156,FR,51,urban,background,6979,29.60689698
STA-FR04135,FR,44,urban,traffic,21043.6,42.06392536
STA-FR04101,FR,74,urban,background,5773.6,27.93046471
STA-FR07034,FR,360,urban,traffic,82.2,35.19234285
STA-FR07039,FR,412,urban,traffic,82.2,30.15374157
STA-FR07051,FR,344,suburban,background,82.2,12.53155283
STA-FR07053,FR,354,urban,traffic,82.2,34.99553458
STA-FR10029,FR,3,suburban,background,453.4,15.51514896
STA-FR10017,FR,4,urban,background,453.4,19.00683619
STA-FR09404,FR,110,urban,background,62.4,19.50451257
STA-FR09403,FR,77,urban,traffic,62.4,34.85380542
STA-FR09402,FR,111,urban,traffic,62.4,33.34186863
STA-FR19061,FR,90,urban,background,85.8,10.96406051
STA-FR09399,FR,27,urban,traffic,61.9,28.40566062
STA-FR09106,FR,62,urban,traffic,58.8,31.03620551
STA-FR09103,FR,83,urban,background,58.8,15.32220315
STA-FR09019,FR,48,urban,background,61.9,12.37440614
STA-FR09016,FR,51,suburban,background,58.8,10.24448411
STA-FR09015,FR,119,suburban,background,62.4,10.75998368
STA-FR07060,FR,519,suburban,background,82.2,9.722024717
STA-FR07059,FR,257,urban,background,45.6,13.58955728
STA-FR09302,FR,93,rural-regional,background,61.9,2.547758921
STA-FR20013,FR,163,suburban,traffic,576.2,60.56824113
STA-FR30019,FR,325,urban,background,61.7,13.29782608
STA-FR30016,FR,210,urban,traffic,139.6,26.52399039
STA-FR29441,FR,498,urban,traffic,160.6,31.67459121
STA-FR29439,FR,520,suburban,background,160.6,14.09338058
STA-FR29429,FR,259,suburban,traffic,160.6,35.05082625
STA-FR29426,FR,366,urban,background,160.6,24.79828296
STA-FR29424,FR,552,urban,background,160.6,17.70404617
STA-FR29423,FR,259,urban,background,160.6,17.87907375
STA-FR28022,FR,90,suburban,traffic,218.6,15.33490775
STA-FR28010,FR,31,suburban,background,218.6,17.15129995
STA-FR27010,FR,520,rural-regional,background,161.6,5.076315454
STA-FR27008,FR,153,suburban,traffic,161.6,40.2903702
STA-FR27007,FR,227,urban,background,161.6,13.41286505
STA-FR27005,FR,136,suburban,background,161.6,12.98071559
STA-FR27003,FR,152,suburban,background,161.6,14.58170434
STA-FR27002,FR,157,urban,background,161.6,22.50116364
STA-FR30020,FR,200,urban,background,29.7,16.20758234
STA-FR30021,FR,250,suburban,background,139.6,18.74636167
STA-FR30023,FR,210,rural-nearcity,industrial,139.6,13.62927479
STA-FR30026,FR,230,urban,traffic,139.6,24.71933753
STA-FR33121,FR,352,urban,background,69.8,19.89251692
STA-FR33120,FR,1038,urban,background,178.9,22.20770465
STA-FR33111,FR,555,urban,background,69.8,12.11458021
STA-FR33105,FR,277,urban,traffic,69.8,30.8617831
STA-FR33102,FR,383,urban,background,69.8,15.45005217
STA-FR33101,FR,280,urban,background,69.8,20.60859412
STA-FR26035,FR,244,suburban,traffic,60.9,19.02979692
STA-FR32001,FR,177,urban,traffic,64.4,24.70960222
STA-FR31033,FR,142,urban,background,44.7,10.95115207
STA-FR30038,FR,386,rural-regional,background,29.7,10.95115207
STA-FR30037,FR,360,suburban,background,139.6,14.55428812
STA-FR30036,FR,275,urban,traffic,139.6,23.51267427
STA-FR30034,FR,200,urban,background,139.6,24.08383233
STA-FR30033,FR,213,rural-regional,background,29.7,7.287869454
STA-FR30032,FR,280,rural-nearcity,industrial,168.4,11.68480497
STA-FR32002,FR,187,suburban,background,64.4,17.24297818
STA-FR04100,FR,85,urban,background,6979,27.69294716
STA-FR26012,FR,638,rural-remote,background,29.8,2.890071257
STA-FR21021,FR,56,urban,background,123.7,11.8301403
STA-FR21019,FR,22,urban,background,123.7,15.26237647
STA-FR21016,FR,8,urban,traffic,123.7,25.19520477
STA-FR21001,FR,56,urban,background,123.7,15.02174272
STA-FR20077,FR,184,urban,background,576.2,19.84080566
STA-FR20070,FR,167,urban,traffic,576.2,34.68568768
STA-FR20069,FR,170,urban,traffic,576.2,66.30148617
STA-FR20062,FR,160,urban,background,576.2,24.79234991
STA-FR20048,FR,217,suburban,background,576.2,12.18988235
STA-FR20047,FR,180,suburban,background,115.6,9.612209299
STA-FR20046,FR,172,urban,background,576.2,18.65824441
STA-FR20045,FR,209,suburban,background,576.2,23.7845195
STA-FR20037,FR,235,suburban,background,576.2,18.89222594
STA-FR20031,FR,177,suburban,industrial,576.2,23.18172648
STA-FR20019,FR,180,urban,traffic,576.2,34.35680494
STA-FR20017,FR,172,urban,background,576.2,29.58101161
STA-FR21031,FR,140,suburban,background,45.6,9.113614853
STA-FR21035,FR,9,urban,background,82.3,14.58519578
STA-FR21038,FR,6,urban,background,82.3,13.67897603
STA-FR21040,FR,56,urban,background,82.3,11.36958781
STA-FR25054,FR,9,urban,traffic,199.5,53.24371167
STA-FR25053,FR,9,urban,traffic,199.5,40.55992784
STA-FR25048,FR,9,urban,background,199.5,21.69495593
STA-FR25043,FR,11,urban,background,199.5,15.20318776
STA-FR25039,FR,65,urban,background,100.5,14.44706221
STA-FR25036,FR,17,urban,background,199.5,22.21032901
STA-FR24038,FR,736,urban,traffic,25,27.40639163
STA-FR26016,FR,70,urban,background,45.1,12.53356131
STA-FR24033,FR,743,urban,background,25,19.1360155
STA-FR23238,FR,10,urban,industrial,207.5,15.42899861
STA-FR23188,FR,20,urban,background,207.5,13.11907925
STA-FR23140,FR,20,urban,traffic,207.5,31.63100526
STA-FR23123,FR,51,urban,background,58.8,12.82199427
STA-FR23107,FR,20,urban,background,207.5,14.18288267
STA-FR22011,FR,270,suburban,industrial,168.4,14.18908237
STA-FR22009,FR,210,suburban,industrial,168.4,15.33936523
STA-FR21060,FR,28,urban,traffic,123.7,13.22469337
STA-FR23239,FR,21,urban,industrial,207.5,17.53780025
STA-FR33201,FR,453,urban,background,178.9,22.67535115
STA-FR04098,FR,80,urban,background,240.8,24.21947574
STA-FR04038,FR,152,rural-regional,background,635.1,8.737272096
STA-BETN066,BE,295,rural,background,181.3,10.0720524
STA-BETN063,BE,145,rural,background,367.3,15.66690366
STA-BETN054,BE,135,rural,background,434.6,15.18325359
STA-BETN051,BE,15,rural,background,613.8,12.63929956
STA-BETN046,BE,70,rural,background,324.8,17.8694043
STA-BETN043,BE,17,suburban,industrial,7471.5,36.89551543
STA-BETN040,BE,20,rural,background,670.9,15.1489665
STA-BETN035,BE,55,rural,background,434.6,16.99670249
STA-BETN029,BE,2,rural,background,222.6,11.21723202
STA-BETN027,BE,48,rural,background,278,15.73968554
STA-BETN016,BE,30,rural,background,342.7,17.06829153
STA-BETN012,BE,3,rural,background,432.9,14.4267216
STA-BETMEU1,BE,34,suburban,background,7471.5,28.27656104
STA-BETE814,BE,0,rural,industrial,480.1,22.61636513
STA-BETE009,BE,43,rural,industrial,670.9,20.17104817
STA-BETE008,BE,14,rural,industrial,670.9,23.60776161
STA-BETN070,BE,30,suburban,background,443.5,26.26954708
STA-BETE007,BE,54,rural,industrial,670.9,18.19321517
STA-BETN073,BE,160,rural,background,272.6,11.31916697
STA-BETN093,BE,265,rural,background,70.2,8.781011905
STA-BETR512,BE,107,suburban,industrial,772.2,22.32930709
STA-BETR502,BE,135,suburban,background,772.2,23.01958026
STA-BETR501,BE,115,urban,background,772.2,28.07926829
STA-BETR240,BE,135,suburban,industrial,172.5,19.94170782
STA-BETR223,BE,50,suburban,industrial,797,24.15548531
STA-BETR222,BE,65,suburban,background,797,24.74705258
STA-BETR221,BE,65,urban,background,797,25.90491265
STA-BETR020,BE,12,suburban,background,670.9,25.3572904
STA-BETR012,BE,101,suburban,background,7471.5,18.25157719
STA-BETR010,BE,68,suburban,background,670.9,23.67269524
STA-BETR002,BE,76,urban,traffic,7471.5,41.85205549
STA-BETR001,BE,20,urban,background,7471.5,35.12344666
STA-BETN132,BE,375,rural,background,69.1,8.955275498
STA-BETN121,BE,430,rural,background,46.6,6.814552064
STA-BETN113,BE,510,rural,background,46.8,6.964752428
STA-BETN100,BE,225,rural,background,73.8,6.28283438
STA-BETN085,BE,490,rural,background,46.8,6.704001429
STA-BETB011,BE,66,suburban,background,7471.5,21.39737832
STA-BETB006,BE,67,urban,background,7471.5,34.4214454
HR_DOC_TYPE_D_STA_RH0109,HR,0,suburban,background,70.9,14.61780403
HR_DOC_TYPE_D_STA_RH0112,HR,0,rural,background,102,7.174774452
HR_DOC_TYPE_D_STA_RH0113,HR,0,rural-regional,background,8.5,4.02275571
HR_DOC_TYPE_D_STA_RH0120,HR,0,suburban,background,69.1,2.17591701
HR_DOC_TYPE_D_STA_RH0123,HR,0,urban,background,135.4,14.3361565
HR_DOC_TYPE_D_STA_RH0124,HR,0,suburban,background,32.6,11.31591056
HR_DOC_TYPE_D_STA_RH0126,HR,0,suburban,background,74.5,13.59666474
HR_DOC_TYPE_D_STA_SD0201,HR,0,suburban,traffic,99.4,17.43997198
HR_DOC_TYPE_D_STA_SD0203,HR,0,urban,traffic,99.4,22.39696461
HR_DOC_TYPE_D_STA_ZA0201,HR,0,urban,background,102.2,14.30776825
STA-AL0203A,AL,848,suburban,background,70.1,21.54296434
STA-AL0205A,AL,1,urban,traffic,57.8,13.48844368
STA-AL0206A,AL,13,urban,background,376.5,18.82222348
STA-AL0207A,AL,150,urban,traffic,83.5,23.00483331
HR_DOC_TYPE_D_STA_RH0104,HR,0,urban,traffic,68.7,24.77854278
HR_DOC_TYPE_D_STA_RH0103,HR,0,urban,background,1269.9,23.2965518
HR_DOC_TYPE_D_STA_RH0101,HR,0,urban,traffic,1269.9,40.44566675
STA-BETB004,BE,17,urban,background,7471.5,33.80518153
STA-BETB001,BE,64,urban,traffic,7471.5,56.1483036
STA-BELSZ02,BE,15,rural,industrial,670.9,22.00869308
STA-BELLD02,BE,22,rural,industrial,342.7,18.99627616
STA-BELLD01,BE,20,rural,industrial,342.7,17.18926486
STA-BETR830,BE,5,rural,industrial,546.6,27.37435142
STA-BETR834,BE,0,suburban,background,1093.8,21.75905928
STA-BETWOL1,BE,78,suburban,traffic,7471.5,30.52169446
STA-BG0019A,BG,97,urban,traffic,53,20.2913342
STA-EE0020A,EE,5,urban,traffic,137.2,16.17687538
STA-EE0016A,EE,50,rural,background,20.4,1.765125688
STA-EE0009R,EE,32,rural,background,13.6,1.776143179
STA-DK0057A,DK,5,suburban,background,1657,12.01562346
STA-DK0045A,DK,25,urban,background,4481.8,13.17321401
STA-DK0034A,DK,5,urban,traffic,4481.8,38.92992525
STA-DK0030A,DK,5,urban,traffic,4481.8,29.76568537
STA-DK0012R,DK,3,rural-regional,background,314.2,7.692723174
STA-CY0006A,CY,208,suburban,background,94.4,19.7026617
STA-CY0004A,CY,175,urban,traffic,94.4,28.27599233
STA-CY0002R,CY,532,rural-regional,background,94.4,1.836974066
STA-CH0061A,CH,598,urban,background,282.4,17.37833697
STA-EE0021A,EE,41,urban,background,20.4,9.620788602
STA-EE0022A,EE,25,urban,background,41.1,7.26769408
STA-FR04024,FR,65,suburban,background,996.4,24.08934947
STA-FR03029,FR,192,urban,background,427.1,21.41744065
STA-FR03021,FR,182,urban,traffic,427.1,40.98693228
STA-FR02013,FR,4,suburban,background,427.1,11.32068452
STA-FR02005,FR,2,urban,background,427.1,15.71093732
STA-FR01065,FR,195,urban,traffic,29.7,21.44504122
STA-FR01064,FR,164,urban,traffic,168.4,29.51430044
STA-FR01060,FR,170,rural-nearcity,background,168.4,18.28848811
STA-CH0060A,CH,440,suburban,background,914.5,16.12402206
STA-FR01059,FR,197,suburban,background,168.4,18.05450011
STA-FR01021,FR,151,suburban,background,168.4,13.67464191
STA-FR01020,FR,154,urban,background,168.4,23.97808659
STA-FR01019,FR,156,urban,background,168.4,15.87170664
STA-FR01018,FR,170,suburban,background,168.4,13.70042745
STA-FR01016,FR,203,rural-nearcity,industrial,139.6,18.54728835
STA-FR01012,FR,204,urban,background,168.4,17.35831707
STA-FR01011,FR,192,urban,background,168.4,20.41282725
STA-FI00460,FI,6,rural,industrial,44.8,7.313753754
STA-FR01022,FR,227,urban,industrial,168.4,13.89729854
STA-FR04063,FR,32,suburban,background,635.1,19.37080275
STA-CH0059A,CH,610,suburban,background,914.5,13.9505499
STA-CH0057A,CH,675,urban,traffic,260,33.39418637
STA-CH0005R,CH,1031,rural,background,187.7,6.135657916
STA-CH0005A,CH,432,suburban,background,914.5,23.32656099
STA-CH0004R,CH,1136,rural,background,248.1,5.794002718
STA-CH0003R,CH,538,rural,background,319.9,11.97966768
STA-CH0002R,CH,489,rural,background,282.4,12.20227772
STA-BG0084A,BG,100,urban,background,53,17.9789373
STA-BG0080A,BG,0,urban,background,51.1,15.63787357
STA-BG0079A,BG,0,urban,traffic,1015.9,24.54251443
STA-BG0073A,BG,615,urban,traffic,1015.9,31.02628263
STA-BG0070A,BG,1321,rural-nearcity,background,1015.9,5.197634291
STA-BG0058A,BG,414,urban,background,47.6,18.32780088
STA-BG0056A,BG,51,urban,background,53.8,13.5014611
STA-BG0053R,BG,1720,rural-remote,background,33.3,7.461164047
STA-BG0052A,BG,548,urban,background,1015.9,24.72227163
STA-BG0050A,BG,581,urban,background,1015.9,31.95553397
STA-BG0043A,BG,363,urban,background,45.8,18.68549009
STA-BG0040A,BG,534,urban,background,1015.9,25.30688635
STA-CH0008A,CH,316,suburban,background,557.3,17.51661987
STA-CH0010A,CH,409,urban,background,914.5,25.37591091
STA-CH0011A,CH,280,urban,background,129.4,24.78121201
STA-CH0013A,CH,445,urban,traffic,914.5,28.48426229
STA-CH0056A,CH,441,urban,traffic,285.7,37.44375117
STA-CH0054A,CH,554,urban,background,177.4,18.23800326
